33 3 4
33 7 7
33 8 7
33 9 7
33 10 3
33 11 10
33 44 5
33 13 7
33 47 8
33 16 7
33 43 4
33 21 5
33 23 3
33 27 6
34 3 3
34 40 8
34 41 8
34 42 10
34 12 5
34 13 9
34 47 2
34 48 4
34 17 7
34 21 2
34 22 8
34 24 4
34 27 5
34 28 4
35 0 10
35 33 4
35 36 1
35 38 2
35 6 5
35 42 8
35 11 9
35 45 2
35 46 3
35 47 3
35 48 3
35 17 9
35 20 8
35 22 1
35 23 2
35 24 2
35 25 4
35 29 9
35 31 9
36 43 6
36 5 6
36 38 4
36 7 2
36 8 9
36 41 8
36 39 1
36 13 4
36 48 6
36 17 6
36 19 6
36 40 2
36 23 8
36 31 4
37 0 8
37 1 4
37 34 8
37 4 5
37 33 9
37 38 9
37 32 3
37 8 2
37 11 4
37 14 6
37 16 8
37 40 3
37 18 9
37 21 4
37 22 7
37 46 10
37 36 7
37 30 6
38 0 2
38 1 10
38 34 6
38 35 1
38 33 3
38 12 9
38 40 7
38 9 7
38 43 8
38 44 8
38 45 7
38 46 6
38 15 3
38 18 7
38 19 4
38 14 3
38 26 8
38 31 1
38 37 7
38 21 6
39 36 1
39 5 6
39 6 5
39 7 8
39 8 4
39 38 9
39 44 6
39 14 8
39 16 9
39 49 2
39 46 5
39 22 10
39 41 1
39 24 6
39 4 3
39 26 1
39 27 4
39 29 2
39 30 5
39 37 6
40 2 6
40 3 8
40 6 10
40 8 6
40 9 3
40 10 10
40 11 5
40 12 1
40 16 2
40 18 6
40 19 8
40 20 9
40 21 1
40 23 5
40 30 3
40 31 6
40 32 3
40 34 9
40 36 4
40 38 4
40 41 5
40 42 9
40 44 8
41 36 5
41 37 3
41 39 5
41 8 5
41 9 6
41 10 5
41 11 2
41 12 10
41 46 3
41 15 9
41 48 7
41 44 8
41 19 8
41 21 1
41 23 5
41 27 3
41 42 3
42 1 5
42 3 3
42 36 8
42 5 8
42 6 1
42 7 4
42 9 6
42 43 8
42 45 7
42 16 10
42 18 10
42 22 6
42 23 3
42 26 7
42 28 7
42 29 7
42 31 8
43 1 8
43 36 4
43 5 10
43 7 1
43 9 7
43 39 9
43 12 8
43 17 3
43 41 2
43 22 9
43 23 9
43 33 2
43 37 7
44 1 8
44 34 3
44 4 1
44 37 3
44 38 9
44 8 9
44 22 5
44 23 7
44 25 3
44 36 2
45 2 7
45 43 1
45 9 6
45 42 1
45 11 5
45 12 1
45 14 7
45 15 3
45 16 10
45 17 8
45 20 2
45 27 9
45 44 10
45 30 9
46 0 5
46 1 4
46 35 5
46 4 6
46 38 6
46 9 4
46 42 8
46 44 5
46 47 1
46 49 6
46 19 10
46 20 1
46 22 2
46 27 7
46 31 2
47 0 10
47 32 7
47 34 8
47 43 10
47 4 2
47 9 3
47 42 10
47 11 9
47 46 8
47 15 8
47 48 5
47 18 4
47 20 5
47 36 4
47 26 1
48 0 5
48 32 3
48 34 1
48 3 5
48 4 2
48 38 7
48 9 7
48 46 4
48 47 9
48 16 6
48 20 2
48 24 3
48 36 4
48 31 1
49 32 5
49 39 10
49 8 3
49 41 9
49 42 7
49 48 1
49 40 1
49 20 2
49 21 3
49 23 6
49 28 4
